,productID,reviewerID,vote,rating,date,helpfulness_votes,total_votes,helpfulness_rating,category,brand,title,year,month,month year
104873,B0016BVYA2,A2ZY0TO887LOZD,"[0, 0]",5,2013-08-15,0,0,,Xbox 360 Games,,Bioshock 2 - Xbox 360,2013,8,2013-08
104878,B0016BVYA2,A1AST89AHN17O7,"[0, 1]",5,2010-12-31,0,1,,Xbox 360 Games,,Bioshock 2 - Xbox 360,2010,12,2010-12
104879,B0016BVYA2,ALT8OCGC2LVQ9,"[4, 6]",4,2010-09-04,4,6,67.0,Xbox 360 Games,,Bioshock 2 - Xbox 360,2010,9,2010-09
104881,B0016BVYA2,A3TD7HLTDWZ382,"[1, 1]",5,2010-10-15,1,1,100.0,Xbox 360 Games,,Bioshock 2 - Xbox 360,2010,10,2010-10
104884,B0016BVYA2,ADPEAVHFCNLLC,"[0, 0]",4,2010-03-13,0,0,,Xbox 360 Games,,Bioshock 2 - Xbox 360,2010,3,2010-03
104887,B0016BVYA2,A3AOKM556D409O,"[1, 43]",1,2011-05-06,1,43,2.0,Xbox 360 Games,,Bioshock 2 - Xbox 360,2011,5,2011-05
104893,B0016BVYA2,A2UN5UY8Q6YMOF,"[1, 3]",3,2010-02-16,1,3,33.0,Xbox 360 Games,,Bioshock 2 - Xbox 360,2010,2,2010-02
104894,B0016BVYA2,A3NWDVRYFBV72W,"[0, 0]",4,2011-04-05,0,0,,Xbox 360 Games,,Bioshock 2 - Xbox 360,2011,4,2011-04
104895,B0016BVYA2,A3J2N3MC99CLB3,"[3, 6]",5,2010-02-16,3,6,50.0,Xbox 360 Games,,Bioshock 2 - Xbox 360,2010,2,2010-02
104896,B0016BVYA2,A3M6TSEV71537G,"[1, 2]",3,2010-07-04,1,2,50.0,Xbox 360 Games,,Bioshock 2 - Xbox 360,2010,7,2010-07
104897,B0016BVYA2,A9RHCOA781HWO,"[2, 5]",5,2010-02-11,2,5,40.0,Xbox 360 Games,,Bioshock 2 - Xbox 360,2010,2,2010-02
104900,B0016BVYA2,A32FDGA30QCLRX,"[1, 3]",5,2010-02-12,1,3,33.0,Xbox 360 Games,,Bioshock 2 - Xbox 360,2010,2,2010-02
104901,B0016BVYA2,A1H3RHBKAPD9LI,"[0, 0]",3,2011-09-12,0,0,,Xbox 360 Games,,Bioshock 2 - Xbox 360,2011,9,2011-09
104903,B0016BVYA2,A276RSP2TXV3CX,"[0, 0]",5,2013-06-05,0,0,,Xbox 360 Games,,Bioshock 2 - Xbox 360,2013,6,2013-06
104904,B0016BVYA2,A2YJ1K8M0KPHMF,"[0, 0]",3,2011-08-30,0,0,,Xbox 360 Games,,Bioshock 2 - Xbox 360,2011,8,2011-08
104905,B0016BVYA2,A1YRPFRFFZXCI5,"[0, 1]",5,2011-02-23,0,1,,Xbox 360 Games,,Bioshock 2 - Xbox 360,2011,2,2011-02
104908,B0016BVYA2,A2JRHOLCJ4R4LP,"[0, 0]",5,2011-03-09,0,0,,Xbox 360 Games,,Bioshock 2 - Xbox 360,2011,3,2011-03
104910,B0016BVYA2,A2N60VDBR10N18,"[2, 2]",5,2013-02-01,2,2,100.0,Xbox 360 Games,,Bioshock 2 - Xbox 360,2013,2,2013-02
104912,B0016BVYA2,A4D5B7Q8A7PA6,"[10, 15]",3,2010-03-02,10,15,67.0,Xbox 360 Games,,Bioshock 2 - Xbox 360,2010,3,2010-03
104913,B0016BVYA2,AXL2BEUYH0SVM,"[0, 3]",1,2014-01-16,0,3,,Xbox 360 Games,,Bioshock 2 - Xbox 360,2014,1,2014-01
105191,B0016GC9D8,A1TUZL12O7X1A9,"[2, 2]",5,2014-01-24,2,2,100.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2014,1,2014-01
105192,B0016GC9D8,A1W8BDPG9N18CL,"[5, 5]",5,2010-07-05,5,5,100.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,7,2010-07
105194,B0016GC9D8,A3NG1G3P89FI60,"[0, 9]",1,2012-06-19,0,9,,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2012,6,2012-06
105195,B0016GC9D8,A2DFG661T8WKXE,"[4, 4]",4,2010-06-23,4,4,100.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,6,2010-06
105196,B0016GC9D8,A35QN6XQDKHBZA,"[6, 7]",5,2010-08-21,6,7,86.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,8,2010-08
105199,B0016GC9D8,A3TJJYF5Y5593Z,"[0, 0]",5,2014-05-02,0,0,,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2014,5,2014-05
105200,B0016GC9D8,A2NH6XSE79X3VY,"[4, 4]",4,2010-08-10,4,4,100.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,8,2010-08
105202,B0016GC9D8,A331U01T7DMMHP,"[3, 7]",2,2010-07-22,3,7,43.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,7,2010-07
105203,B0016GC9D8,ALC6LWQXBHIPG,"[15, 23]",2,2010-06-02,15,23,65.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,6,2010-06
105206,B0016GC9D8,A24IRTOBWGTL27,"[8, 38]",1,2010-06-02,8,38,21.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,6,2010-06
105207,B0016GC9D8,AK06IZ6SGK8IS,"[8, 10]",4,2010-06-05,8,10,80.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,6,2010-06
105208,B0016GC9D8,A2U4HUOAYQWXW8,"[23, 27]",5,2010-06-04,23,27,85.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,6,2010-06
105209,B0016GC9D8,A3GJK66L94QU5K,"[0, 0]",1,2014-03-25,0,0,,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2014,3,2014-03
105213,B0016GC9D8,A1DWGAROSTYH5M,"[1, 1]",4,2013-07-05,1,1,100.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2013,7,2013-07
105217,B0016GC9D8,A33JECQ09K2BVE,"[4, 5]",4,2010-12-15,4,5,80.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,12,2010-12
105218,B0016GC9D8,A3L0QK0X7CWWJM,"[2, 2]",4,2012-02-10,2,2,100.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2012,2,2012-02
105219,B0016GC9D8,A114TMHW9GRMPB,"[2, 2]",4,2012-01-30,2,2,100.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2012,1,2012-01
105222,B0016GC9D8,A15JPYV0L19RF,"[2, 2]",5,2012-01-06,2,2,100.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2012,1,2012-01
105224,B0016GC9D8,A2EUKHT7IGEVCD,"[6, 10]",5,2010-06-02,6,10,60.0,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,6,2010-06
105225,B0016GC9D8,AOYGPHW4YMYEO,"[0, 0]",3,2014-03-02,0,0,,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2014,3,2014-03
105227,B0016GC9D8,AZAC7B4HD5ZVC,"[0, 5]",3,2010-06-17,0,5,,PlayStation 3 Games,,Alpha Protocol - Playstation 3,2010,6,2010-06
105293,B0016N4A7E,A2M4NHKCBDV4OD,"[43, 54]",1,2009-02-22,43,54,80.0,PC Games,,Fear 2: Project Origin - PC,2009,2,2009-02
105294,B0016N4A7E,A250AXLRBVYKB4,"[68, 80]",4,2009-02-12,68,80,85.0,PC Games,,Fear 2: Project Origin - PC,2009,2,2009-02
105296,B0016N4A7E,AHNYRCBNPYS9P,"[2, 4]",3,2009-02-19,2,4,50.0,PC Games,,Fear 2: Project Origin - PC,2009,2,2009-02
105299,B0016N4A7E,A2B6LR4IRRPYXF,"[1, 1]",3,2009-06-30,1,1,100.0,PC Games,,Fear 2: Project Origin - PC,2009,6,2009-06
105300,B0016N4A7E,A1F18I5W4XZKB7,"[1, 2]",4,2010-08-18,1,2,50.0,PC Games,,Fear 2: Project Origin - PC,2010,8,2010-08
105303,B0016N4A7E,A32JGNK1JNUSST,"[0, 2]",4,2009-03-09,0,2,,PC Games,,Fear 2: Project Origin - PC,2009,3,2009-03
105304,B0016N4A7E,A1A89LQ8C1AYV1,"[3, 5]",5,2009-02-18,3,5,60.0,PC Games,,Fear 2: Project Origin - PC,2009,2,2009-02
105313,B0016N4A7E,AKFK9B6UKA3HT,"[2, 2]",3,2009-03-18,2,2,100.0,PC Games,,Fear 2: Project Origin - PC,2009,3,2009-03
105314,B0016N4A7E,A2GPRA9HHLOC4B,"[1, 1]",2,2009-03-10,1,1,100.0,PC Games,,Fear 2: Project Origin - PC,2009,3,2009-03
105316,B0016N4A7E,AEJ0EGQ79Y0KK,"[1, 5]",5,2009-02-21,1,5,20.0,PC Games,,Fear 2: Project Origin - PC,2009,2,2009-02
105325,B0016N4A7E,A1OPGFD3DVSOLC,"[0, 0]",5,2010-08-25,0,0,,PC Games,,Fear 2: Project Origin - PC,2010,8,2010-08
105326,B0016N4A7E,A14T1J0IDX8JE6,"[0, 0]",5,2011-01-07,0,0,,PC Games,,Fear 2: Project Origin - PC,2011,1,2011-01
105328,B0016N4A7E,A332S4LHX5RLFN,"[0, 1]",1,2010-10-14,0,1,,PC Games,,Fear 2: Project Origin - PC,2010,10,2010-10
105332,B0016N4A7E,A12X4M86C3LI91,"[3, 10]",1,2009-07-17,3,10,30.0,PC Games,,Fear 2: Project Origin - PC,2009,7,2009-07
105334,B0016N4A7E,AD0J5KK4WQXNS,"[0, 1]",4,2009-03-24,0,1,,PC Games,,Fear 2: Project Origin - PC,2009,3,2009-03
105341,B0016N4A7E,A3BTBIV6N9BZFR,"[0, 0]",4,2012-07-07,0,0,,PC Games,,Fear 2: Project Origin - PC,2012,7,2012-07
105343,B0016N4A7E,AJNNNF726KSEA,"[1, 1]",3,2009-11-27,1,1,100.0,PC Games,,Fear 2: Project Origin - PC,2009,11,2009-11
105344,B0016N4A7E,A13UAIE3K517CQ,"[0, 1]",3,2011-04-29,0,1,,PC Games,,Fear 2: Project Origin - PC,2011,4,2011-04
105347,B0016N4A7E,A3MA0A49NGOV74,"[0, 2]",2,2011-06-27,0,2,,PC Games,,Fear 2: Project Origin - PC,2011,6,2011-06
105348,B0016N4A7E,A3AV53EIA4EO41,"[0, 0]",3,2010-05-20,0,0,,PC Games,,Fear 2: Project Origin - PC,2010,5,2010-05
105349,B0016NM7BU,A22AD8M2SSOFHJ,"[1, 1]",4,2008-10-28,1,1,100.0,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105350,B0016NM7BU,AI3OUM9QZHIAZ,"[17, 18]",4,2008-09-22,17,18,94.0,Xbox 360 Games,,Pure - Xbox 360,2008,9,2008-09
105351,B0016NM7BU,A3PGIRULVPBJ1,"[5, 8]",5,2008-09-18,5,8,62.0,Xbox 360 Games,,Pure - Xbox 360,2008,9,2008-09
105353,B0016NM7BU,A28CCN6VYHRUKS,"[0, 0]",4,2008-10-25,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105355,B0016NM7BU,A8SPPHKETDZ41,"[0, 1]",3,2008-11-05,0,1,,Xbox 360 Games,,Pure - Xbox 360,2008,11,2008-11
105357,B0016NM7BU,A1ZTE3K3EN4TS3,"[0, 1]",3,2008-11-16,0,1,,Xbox 360 Games,,Pure - Xbox 360,2008,11,2008-11
105358,B0016NM7BU,A1JSPVBO30TFSE,"[1, 2]",4,2008-11-13,1,2,50.0,Xbox 360 Games,,Pure - Xbox 360,2008,11,2008-11
105361,B0016NM7BU,A3OXHLG6DIBRW8,"[1, 1]",4,2012-05-12,1,1,100.0,Xbox 360 Games,,Pure - Xbox 360,2012,5,2012-05
105363,B0016NM7BU,A1A89LQ8C1AYV1,"[0, 0]",4,2008-11-13,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,11,2008-11
105365,B0016NM7BU,A3SKMWPVR5CO1H,"[0, 0]",5,2008-10-24,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105367,B0016NM7BU,A2PSC7LUNIDEAH,"[0, 0]",5,2008-11-20,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,11,2008-11
105369,B0016NM7BU,AHNHLGKIZ2N3B,"[0, 0]",4,2008-10-23,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105371,B0016NM7BU,ANVJCFKBEI854,"[0, 0]",5,2008-09-23,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,9,2008-09
105374,B0016NM7BU,AF03A958JD9GO,"[0, 0]",5,2008-10-28,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105375,B0016NM7BU,A3VONQL7YW8UPM,"[0, 10]",1,2009-05-21,0,10,,Xbox 360 Games,,Pure - Xbox 360,2009,5,2009-05
105376,B0016NM7BU,A1GWPAZBGMUAFJ,"[0, 0]",4,2008-11-10,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,11,2008-11
105377,B0016NM7BU,A3F43PAJZLOE3I,"[3, 4]",5,2008-10-18,3,4,75.0,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105378,B0016NM7BU,A3N4VTNFPMTHEF,"[0, 0]",5,2008-11-19,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,11,2008-11
105379,B0016NM7BU,A21S26XYPGXJZX,"[0, 0]",4,2008-10-31,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105380,B0016NM7BU,A361U4SXK7FCQE,"[0, 0]",5,2008-11-20,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,11,2008-11
105383,B0016NM7BU,A20DDH4NT6Q1E8,"[0, 0]",5,2008-11-14,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,11,2008-11
105385,B0016NM7BU,A393VTXSFYGMYZ,"[5, 7]",3,2008-09-27,5,7,71.0,Xbox 360 Games,,Pure - Xbox 360,2008,9,2008-09
105391,B0016NM7BU,ACUYXGCMWVF7S,"[1, 2]",3,2009-01-26,1,2,50.0,Xbox 360 Games,,Pure - Xbox 360,2009,1,2009-01
105392,B0016NM7BU,AGJ0NQD5T6WFG,"[0, 0]",3,2011-05-10,0,0,,Xbox 360 Games,,Pure - Xbox 360,2011,5,2011-05
105395,B0016NM7BU,A2GAFI1ZZG1C13,"[0, 3]",5,2008-10-24,0,3,,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105396,B0016NM7BU,AJKWF4W7QD4NS,"[0, 0]",4,2008-10-21,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105400,B0016NM7BU,A34W59GPOUKU8L,"[3, 5]",3,2008-11-16,3,5,60.0,Xbox 360 Games,,Pure - Xbox 360,2008,11,2008-11
105401,B0016NM7BU,ASB4QQBKZD6W2,"[1, 4]",3,2008-10-24,1,4,25.0,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105402,B0016NM7BU,A2I9JJWDEO16RT,"[0, 0]",5,2013-03-07,0,0,,Xbox 360 Games,,Pure - Xbox 360,2013,3,2013-03
105403,B0016NM7BU,A2QHS1ZCIQOL7E,"[2, 2]",4,2012-03-28,2,2,100.0,Xbox 360 Games,,Pure - Xbox 360,2012,3,2012-03
105404,B0016NM7BU,A22CT4ZGGD2FJF,"[0, 0]",5,2008-11-02,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,11,2008-11
105405,B0016NM7BU,A2WLNSZ9U0T1S3,"[0, 0]",5,2008-10-27,0,0,,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105408,B0016NM7BU,A30Z0GG96D11EO,"[3, 5]",4,2008-10-22,3,5,60.0,Xbox 360 Games,,Pure - Xbox 360,2008,10,2008-10
105724,B00170BV6E,A10HFLC198KFZH,"[1, 1]",5,2010-02-27,1,1,100.0,PlayStation 3 Games,,Pure - Playstation 3,2010,2,2010-02
105726,B00170BV6E,ADLVFFE4VBT8,"[0, 0]",4,2008-10-23,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2008,10,2008-10
105730,B00170BV6E,A2NX6MFZP8TM6S,"[0, 0]",3,2008-10-23,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2008,10,2008-10
105731,B00170BV6E,AKJHHD5VEH7VG,"[1, 2]",5,2008-11-18,1,2,50.0,PlayStation 3 Games,,Pure - Playstation 3,2008,11,2008-11
105734,B00170BV6E,AF03A958JD9GO,"[0, 0]",5,2008-11-09,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2008,11,2008-11
105736,B00170BV6E,AD0SJOW5Z2VM6,"[0, 1]",3,2012-10-05,0,1,,PlayStation 3 Games,,Pure - Playstation 3,2012,10,2012-10
105737,B00170BV6E,A3F43PAJZLOE3I,"[1, 2]",5,2008-10-23,1,2,50.0,PlayStation 3 Games,,Pure - Playstation 3,2008,10,2008-10
105739,B00170BV6E,A1143YEAZYMYHJ,"[0, 0]",5,2008-11-02,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2008,11,2008-11
105740,B00170BV6E,A1P0JSFW184ZXJ,"[3, 5]",5,2008-11-20,3,5,60.0,PlayStation 3 Games,,Pure - Playstation 3,2008,11,2008-11
105741,B00170BV6E,A2PL0US7RN67G,"[0, 0]",4,2008-10-29,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2008,10,2008-10
105742,B00170BV6E,A2QI2NTDTMK2FV,"[1, 2]",5,2008-11-10,1,2,50.0,PlayStation 3 Games,,Pure - Playstation 3,2008,11,2008-11
105747,B00170BV6E,A1BBYSMT9YCODI,"[0, 0]",4,2008-11-03,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2008,11,2008-11
105748,B00170BV6E,A30IP5D5DLHRPA,"[0, 0]",3,2008-10-22,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2008,10,2008-10
105749,B00170BV6E,A3NID9D9WMIV01,"[0, 0]",4,2010-01-09,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2010,1,2010-01
105751,B00170BV6E,A1WXG10FJ353K0,"[0, 0]",4,2008-10-23,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2008,10,2008-10
105752,B00170BV6E,A1TW9ZGRDQQZ2Y,"[0, 0]",4,2008-10-21,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2008,10,2008-10
105755,B00170BV6E,AJKWF4W7QD4NS,"[0, 1]",4,2008-12-17,0,1,,PlayStation 3 Games,,Pure - Playstation 3,2008,12,2008-12
105759,B00170BV6E,A105S56ODHGJEK,"[3, 5]",3,2008-11-18,3,5,60.0,PlayStation 3 Games,,Pure - Playstation 3,2008,11,2008-11
105760,B00170BV6E,A34W59GPOUKU8L,"[1, 2]",4,2009-07-16,1,2,50.0,PlayStation 3 Games,,Pure - Playstation 3,2009,7,2009-07
105762,B00170BV6E,ACY0O6L1R1HSC,"[0, 0]",4,2013-07-07,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2013,7,2013-07
105764,B00170BV6E,A3TXQIOHXRCDFC,"[5, 5]",4,2008-12-30,5,5,100.0,PlayStation 3 Games,,Pure - Playstation 3,2008,12,2008-12
105767,B00170BV6E,AIBRTGBN07D6A,"[0, 0]",4,2008-11-20,0,0,,PlayStation 3 Games,,Pure - Playstation 3,2008,11,2008-11
105772,B00170BV6E,A3M6TSEV71537G,"[1, 2]",4,2010-07-13,1,2,50.0,PlayStation 3 Games,,Pure - Playstation 3,2010,7,2010-07
105774,B00170BV6E,A3OMPSEVL59ZDK,"[0, 1]",4,2009-01-08,0,1,,PlayStation 3 Games,,Pure - Playstation 3,2009,1,2009-01
105775,B00170BV6E,A1C139F5C7Y38P,"[3, 5]",5,2008-10-23,3,5,60.0,PlayStation 3 Games,,Pure - Playstation 3,2008,10,2008-10
105776,B00170BV6E,A16I1TNBSOLQFG,"[1, 3]",5,2009-08-04,1,3,33.0,PlayStation 3 Games,,Pure - Playstation 3,2009,8,2009-08
105778,B00170BV6E,A30Z0GG96D11EO,"[1, 2]",4,2008-10-23,1,2,50.0,PlayStation 3 Games,,Pure - Playstation 3,2008,10,2008-10
105779,B00170BV6E,A3OND36Q71G76D,"[2, 3]",4,2009-01-15,2,3,67.0,PlayStation 3 Games,,Pure - Playstation 3,2009,1,2009-01
105853,B00178630A,A32O98PFC3OP7K,"[0, 2]",5,2014-04-14,0,2,,PC Games,,Diablo III,2014,4,2014-04
105854,B00178630A,A13A943ZWQVT0Z,"[11, 14]",2,2012-06-07,11,14,79.0,PC Games,,Diablo III,2012,6,2012-06
105857,B00178630A,A2644FJMHC69M,"[7, 21]",5,2012-05-30,7,21,33.0,PC Games,,Diablo III,2012,5,2012-05
105863,B00178630A,AI3OUM9QZHIAZ,"[9, 25]",5,2012-05-17,9,25,36.0,PC Games,,Diablo III,2012,5,2012-05
105867,B00178630A,A2GMZZ6TDYOHY7,"[2, 14]",4,2012-12-11,2,14,14.0,PC Games,,Diablo III,2012,12,2012-12
105868,B00178630A,A3MLR8MDP5RXGE,"[4, 11]",2,2014-02-19,4,11,36.0,PC Games,,Diablo III,2014,2,2014-02
105879,B00178630A,A1ZAIEZHFLI9UN,"[28, 64]",5,2012-05-15,28,64,44.0,PC Games,,Diablo III,2012,5,2012-05
105881,B00178630A,A3NG1G3P89FI60,"[20, 24]",1,2012-06-28,20,24,83.0,PC Games,,Diablo III,2012,6,2012-06
105883,B00178630A,A2X4A3S0BNSISR,"[13, 35]",5,2012-05-17,13,35,37.0,PC Games,,Diablo III,2012,5,2012-05
105886,B00178630A,A2TVARJYQJD6HA,"[1, 8]",5,2013-06-05,1,8,12.0,PC Games,,Diablo III,2013,6,2013-06
105888,B00178630A,AGQK3MKEUH5FV,"[3, 16]",4,2012-05-23,3,16,19.0,PC Games,,Diablo III,2012,5,2012-05
105893,B00178630A,AQM0K7MBBT4AY,"[487, 708]",4,2012-05-16,487,708,69.0,PC Games,,Diablo III,2012,5,2012-05
105894,B00178630A,A1CZT2GDDO4GC1,"[12, 19]",1,2012-05-22,12,19,63.0,PC Games,,Diablo III,2012,5,2012-05
105902,B00178630A,A2FTHCGH06O4Y5,"[10, 13]",1,2012-05-21,10,13,77.0,PC Games,,Diablo III,2012,5,2012-05
105904,B00178630A,A3KFPY78H49K8Z,"[1, 1]",2,2012-05-24,1,1,100.0,PC Games,,Diablo III,2012,5,2012-05
105917,B00178630A,A29UPQ6DZ4FQJK,"[2, 12]",3,2012-05-16,2,12,17.0,PC Games,,Diablo III,2012,5,2012-05
105918,B00178630A,A2HZPJ1DB0I0PZ,"[5, 14]",3,2012-05-24,5,14,36.0,PC Games,,Diablo III,2012,5,2012-05
105922,B00178630A,A2478EE85ECO73,"[3, 26]",5,2012-08-15,3,26,12.0,PC Games,,Diablo III,2012,8,2012-08
105928,B00178630A,A1BB4H9G9APMT3,"[11, 30]",3,2012-06-03,11,30,37.0,PC Games,,Diablo III,2012,6,2012-06
105933,B00178630A,A3R4794K2RVU1S,"[14, 16]",2,2012-07-19,14,16,88.0,PC Games,,Diablo III,2012,7,2012-07
105935,B00178630A,A1UPWXH1L5E3G7,"[8, 19]",5,2013-03-02,8,19,42.0,PC Games,,Diablo III,2013,3,2013-03
105943,B00178630A,A2AY8FVZZOHDQB,"[8, 10]",2,2012-05-19,8,10,80.0,PC Games,,Diablo III,2012,5,2012-05
105944,B00178630A,A20DZX38KRBIT8,"[7, 10]",1,2013-04-22,7,10,70.0,PC Games,,Diablo III,2013,4,2013-04
105946,B00178630A,A57Q87B0TC9IJ,"[9, 10]",2,2012-11-02,9,10,90.0,PC Games,,Diablo III,2012,11,2012-11
105953,B00178630A,ALC6LWQXBHIPG,"[42, 82]",4,2012-05-15,42,82,51.0,PC Games,,Diablo III,2012,5,2012-05
105955,B00178630A,A1QJJU33VNC4S7,"[28, 46]",1,2012-05-15,28,46,61.0,PC Games,,Diablo III,2012,5,2012-05
105956,B00178630A,A2LDWYW38O4N6H,"[18, 31]",1,2012-05-15,18,31,58.0,PC Games,,Diablo III,2012,5,2012-05
105958,B00178630A,AWB09V7ZMA5IM,"[52, 82]",1,2012-05-15,52,82,63.0,PC Games,,Diablo III,2012,5,2012-05
105959,B00178630A,A30XZK10EZN9V4,"[0, 14]",5,2013-02-02,0,14,,PC Games,,Diablo III,2013,2,2013-02
105966,B00178630A,A1UODWQ2K6DFXT,"[4, 14]",5,2012-05-18,4,14,29.0,PC Games,,Diablo III,2012,5,2012-05
105978,B00178630A,A21Q29J3ZWPDNP,"[7, 32]",5,2012-08-23,7,32,22.0,PC Games,,Diablo III,2012,8,2012-08
105983,B00178630A,ATJF5QEVNMWIL,"[16, 26]",1,2012-06-05,16,26,62.0,PC Games,,Diablo III,2012,6,2012-06
105984,B00178630A,A3DM7AKJYOTC2Y,"[1, 10]",5,2012-05-15,1,10,10.0,PC Games,,Diablo III,2012,5,2012-05
105987,B00178630A,A2UTLOF5A2OTLT,"[24, 32]",1,2012-05-27,24,32,75.0,PC Games,,Diablo III,2012,5,2012-05
105990,B00178630A,AOKS5JEGN6G,"[2, 14]",4,2012-11-19,2,14,14.0,PC Games,,Diablo III,2012,11,2012-11
105993,B00178630A,A2WO7CURD15SXG,"[0, 2]",3,2014-04-25,0,2,,PC Games,,Diablo III,2014,4,2014-04
105994,B00178630A,A399384M06GL9N,"[6, 9]",1,2012-06-06,6,9,67.0,PC Games,,Diablo III,2012,6,2012-06
105995,B00178630A,A1U4TQ0MPFWHPX,"[11, 12]",1,2012-09-29,11,12,92.0,PC Games,,Diablo III,2012,9,2012-09
105996,B00178630A,AFIYNGQDGK4TD,"[2, 7]",3,2013-12-20,2,7,29.0,PC Games,,Diablo III,2013,12,2013-12
105999,B00178630A,A1DDG2R80UWTPI,"[1, 11]",5,2013-02-17,1,11,9.0,PC Games,,Diablo III,2013,2,2013-02
106005,B00178630A,AEZJTA4KDIWY8,"[0, 7]",3,2013-03-03,0,7,,PC Games,,Diablo III,2013,3,2013-03
106012,B00178630A,A1WBIIZ5KF7D6H,"[171, 226]",1,2012-05-17,171,226,76.0,PC Games,,Diablo III,2012,5,2012-05
106020,B00178630A,A3RJ3YAHOIX5BJ,"[0, 0]",1,2012-05-15,0,0,,PC Games,,Diablo III,2012,5,2012-05
106041,B00178630A,A37CDON8E7QXH0,"[4, 6]",3,2012-09-26,4,6,67.0,PC Games,,Diablo III,2012,9,2012-09
106048,B00178630A,A2SV4S183RNRRX,"[3, 4]",4,2014-03-12,3,4,75.0,PC Games,,Diablo III,2014,3,2014-03
106056,B00178630A,A3GZZ7O20BZQ94,"[19, 31]",1,2012-05-16,19,31,61.0,PC Games,,Diablo III,2012,5,2012-05
106057,B00178630A,A3J4IM04W99U3O,"[15, 18]",3,2012-05-25,15,18,83.0,PC Games,,Diablo III,2012,5,2012-05
106058,B00178630A,ACVKFV8LD7HDH,"[2, 13]",4,2012-05-16,2,13,15.0,PC Games,,Diablo III,2012,5,2012-05
106059,B00178630A,A1TOC97YCFAWPQ,"[23, 31]",1,2012-05-19,23,31,74.0,PC Games,,Diablo III,2012,5,2012-05
106061,B00178630A,AOHNLSWSOLK8N,"[0, 10]",5,2012-06-09,0,10,,PC Games,,Diablo III,2012,6,2012-06
106066,B00178630A,A25L5U63SLMZLT,"[0, 1]",5,2014-04-22,0,1,,PC Games,,Diablo III,2014,4,2014-04
106072,B00178630A,ACAWLJ657YB0B,"[3, 5]",3,2013-02-19,3,5,60.0,PC Games,,Diablo III,2013,2,2013-02
106076,B00178630A,A121LWC0KQAVPE,"[4, 15]",2,2013-01-05,4,15,27.0,PC Games,,Diablo III,2013,1,2013-01
106080,B00178630A,A1LEZ2R6RERVAB,"[2, 16]",1,2012-05-15,2,16,12.0,PC Games,,Diablo III,2012,5,2012-05
